respondent_id,xyz_vaccine,seasonal_vaccine
39085,0.22,0.69
39086,0.01,0.1
39087,0.36,0.39
39088,0.72,0.85
39089,0.11,0.2
39090,0.73,0.78
39091,0.22,0.93
39092,0.23,0.42
39093,0.49,0.45
39094,0.05,0.11
39095,0.29,0.38
39096,0,0.25
39097,0.16,0.79
39098,0,0.31
39099,0.68,0.57
39100,0.17,0.67
39101,0.01,0.89
39102,0.04,0.3
39103,0.09,0.01
39104,0,0.09
39105,0.73,0.45
39106,0.02,0.77
39107,0.35,0.91
39108,0.67,0.45
39109,0.14,0.91
39110,0.06,0.9
39111,0.34,0.59
39112,0.38,0.61
39113,0.08,0.65
39114,0.2,0.35
39115,0.09,0.12
39116,0.04,0.12
39117,0.04,0.43
39118,0.06,0.2
39119,0.36,0.69
39120,0.48,0.86
39121,0.02,0.19
39122,0.05,0.06
39123,0.01,0.84
39124,0.26,0.67
39125,0.1,0.44
39126,0.36,0.3
39127,0.66,0.98
39128,0.03,0.55
39129,0.18,0.16
39130,0.65,0.97
39131,0.96,1
39132,0,0.94
39133,0.02,0.06
39134,0.04,0.35
39135,0.15,0.36
39136,0.07,0.42
39137,0,0.92
39138,0.02,0.2
39139,0.13,0.41
39140,0.9,0.93
39141,0.66,0.28
39142,0.02,0.73
39143,0,0.22
39144,0.01,0.29
39145,0.91,0.96
39146,0.32,0.22
39147,0.07,0.14
39148,0.33,0.47
39149,0.14,0.35
39150,0.01,0.07
39151,0.04,0.27
39152,0.44,0.58
39153,0.09,0.42
39154,0.09,0.1
39155,0.23,0.92
39156,0.41,0.63
39157,0.02,0.38
39158,0.08,0.36
39159,0.01,0.03
39160,0.04,0.58
39161,0.02,0.71
39162,0.04,0.32
39163,0.34,0.99
39164,0.23,0.12
39165,0.07,0.82
39166,0.11,0.76
39167,0.16,0.62
39168,0.02,0.05
39169,0,0.43
39170,0.75,0.99
39171,0.26,0.25
39172,0.8,0.71
39173,0.01,0.07
39174,0,0.57
39175,0.28,0.29
39176,0.41,0.75
39177,0.03,0.8
39178,0.03,0.79
39179,0.12,0.42
39180,0.42,0.87
39181,0.2,0.43
39182,0.02,0.06
39183,0.81,1
39184,0.01,0.28
39185,0.35,0.45
39186,0.23,0.34
39187,0.01,0.4
39188,0.8,0.79
39189,0.02,0.2
39190,0.25,0.44
39191,0.86,0.42
39192,0.51,0.52
39193,0.12,0.35
39194,0.03,0.29
39195,0.03,0.05
39196,0,0.86
39197,0.56,0.54
39198,0.42,0.61
39199,0.09,0.15
39200,0.02,0.21
39201,0.25,0.98
39202,0.01,0.02
39203,0.32,0.61
39204,0.07,0.5
39205,0.09,0.29
39206,0.93,0.97
39207,0,0.78
39208,0,0.43
39209,0.05,0.8
39210,0.36,0.32
39211,0,0
39212,0,0.19
39213,0.1,0.41
39214,0.55,0.87
39215,0.32,0.83
39216,0.01,0.09
39217,0.1,0.52
39218,0.35,0.98
39219,0.37,0.25
39220,0.31,0.23
39221,0.9,0.97
39222,0.94,0.87
39223,0.03,0.13
39224,0.24,0.27
39225,0.51,0.66
39226,0.8,0.72
39227,0.1,0.15
39228,0.13,0.2
39229,0.27,0.95
39230,0.16,0.03
39231,0.12,0.49
39232,0.69,0.96
39233,0.17,0.49
39234,0.08,0.77
39235,0,0.28
39236,0.03,0
39237,0.22,0.44
39238,0.31,0.55
39239,0.05,0.06
39240,0.01,0.33
39241,0.93,0.95
39242,0.1,0.06
39243,0.65,0.51
39244,0.06,0.24
39245,0,0.01
39246,0.14,0.3
39247,0.11,0.79
39248,0.54,0.79
39249,0.46,0.57
39250,0.12,0.15
39251,0.71,0.58
39252,0.04,0.2
39253,0.15,0.28
39254,0.12,0.18
39255,0.13,0.47
39256,0.14,0.18
39257,0,0.18
39258,0.73,0.96
39259,0,0.28
39260,0.03,0.2
39261,0.02,0.03
39262,0.77,0.97
39263,0,0.06
39264,0.01,0.15
39265,0.02,0.91
39266,0.06,0.52
39267,0.26,0.24
39268,0.13,0.66
39269,0.04,0.44
39270,0.05,0
39271,0.11,0.76
39272,0.16,0.17
39273,0.54,0.71
39274,0.06,0.2
39275,0.3,0.88
39276,0.19,0.93
39277,0,0.18
39278,0.2,0.42
39279,0.19,0.7
39280,0.38,0.78
39281,0.2,0.74
39282,0.06,0.47
39283,0.92,0.97
39284,0.02,0.08
39285,0.38,0.29
39286,0.31,0.32
39287,0.01,0.99
39288,0.07,0.19
39289,0.07,0.6
39290,0.18,0.42
39291,0.4,0.29
39292,0.03,0.06
39293,0.59,0.58
39294,0.09,0
39295,0,0.35
39296,0.4,0.82
39297,0.01,0.11
39298,0.05,0.36
39299,0.25,0.61
39300,0.15,0.26
39301,0.1,0.63
39302,0.28,0.61
39303,0.04,0.57
39304,0.39,0.61
39305,0.04,0.35
39306,0,0.16
39307,0,0.22
39308,0.99,0.99
39309,0.87,0.99
39310,0.09,0.25
39311,0.64,0.95
39312,0.09,0.04
39313,0.05,0.73
39314,0.49,0.62
39315,0.38,0.97
39316,0.01,0.13
39317,0.09,0.78
39318,0.02,0.47
39319,0.01,0.72
39320,0.68,0.75
39321,0.04,0.22
39322,0.12,0.44
39323,0.16,0.21
39324,0.02,0.52
39325,0.19,0.64
39326,0.13,0.59
39327,0.01,0.1
39328,0.72,0.6
39329,0.33,0.75
39330,0.12,0.13
39331,0.03,0.04
39332,0.03,0.08
39333,0.29,0.49
39334,0.02,0.67
39335,0.01,0
39336,0,0.26
39337,0.5,0.23
39338,0.14,0.72
39339,0.04,0.03
39340,0,0.26
39341,0.07,0.14
39342,0.23,0.22
39343,0.35,0.9
39344,0.22,0.84
39345,0.2,0.78
39346,0.86,0.66
39347,0.56,0.4
39348,0.31,0.6
39349,0.01,0.75
39350,0.2,0.72
39351,0.14,0.59
39352,0.03,0.35
39353,0.31,0.89
39354,0.22,0.73
39355,0.68,0.89
39356,0.02,0.17
39357,0,0.06
39358,0.09,0.23
39359,0.14,0.77
39360,0.06,0.81
39361,0.25,0.87
39362,0.07,0.22
39363,0.01,0.75
39364,0.35,0.79
39365,0,0.08
39366,0.11,0.46
39367,0.29,0.79
39368,0.25,0.4
39369,0.01,0.09
39370,0.17,0.96
39371,0.03,0.28
39372,0.37,0.98
39373,0.02,0.27
39374,0.93,1
39375,0.13,0.34
39376,0.58,0.77
39377,0.31,0.7
39378,0.3,0.34
39379,0.58,0.35
39380,0.2,0.11
39381,0.07,0.05
39382,0.05,0.13
39383,0,0.05
39384,0.24,0.96
39385,0,0.01
39386,0.58,0.13
39387,0.13,0.19
39388,0.68,0.97
39389,0.18,0.42
39390,0.44,0.67
39391,0.1,0.71
39392,0.49,0.84
39393,0.79,0.88
39394,0.03,0.5
39395,0.6,0.43
39396,0.03,0.44
39397,0.19,0.05
39398,0.05,0.39
39399,0,0.23
39400,0.1,0.93
39401,0.44,0.61
39402,0.87,0.82
39403,0.33,0.95
39404,0.12,0.41
39405,0.05,0.07
39406,0.04,0.33
39407,0.1,0.97
39408,0.25,0.14
39409,0.01,0.01
39410,0.01,0.7
39411,0.06,0.44
39412,0.07,0.38
39413,0.11,0.38
39414,0.04,0.89
39415,0.24,0.22
39416,0.15,0.11
39417,0.94,0.97
39418,0.38,0.14
39419,0.09,0.5
39420,0.09,0.05
39421,0.05,0.03
39422,0.6,0.22
39423,0.27,0.8
39424,0.08,0.08
39425,0.43,0.52
39426,0,0.2
39427,0.02,0.87
39428,0.93,0.93
39429,0.36,0.94
39430,0.39,0.4
39431,0.09,0.15
39432,0.44,0.62
39433,0.22,0.27
39434,0.15,0.54
39435,0.01,0.42
39436,0.33,0.8
39437,0.19,0.73
39438,1,0.98
39439,0.27,0.19
39440,0.96,0.97
39441,0.21,0.4
39442,0.52,0.86
39443,0.92,0.95
39444,0,0.44
39445,0.02,0.24
39446,0.02,0.2
39447,0.32,0.66
39448,0.06,0.06
39449,0.18,0.69
39450,0.08,0.47
39451,0.03,0.55
39452,0.55,0.36
39453,0.33,0.2
39454,0.56,0.88
39455,0.03,0.3
39456,0.1,0.05
39457,0.02,0.22
39458,0.28,0.92
39459,0.08,0.94
39460,0.11,0.12
39461,0.03,0.31
39462,0.32,0.8
39463,0.15,0.4
39464,0.14,0.69
39465,0.01,0.16
39466,0.05,0.15
39467,0.54,0.82
39468,0.17,0.3
39469,0.2,0.15
39470,0.03,0.54
39471,0.11,0.03
39472,0.13,0.36
39473,0.38,0.34
39474,0,0.54
39475,0.15,0.63
39476,0.2,0.23
39477,0.16,0.22
39478,0.16,0.33
39479,0.21,0.43
39480,0,0.18
39481,0.06,0.69
39482,0.19,0.95
39483,0.18,0.11
39484,0.04,0.03
39485,0.08,0.62
39486,0.12,0.35
39487,0.07,0.68
39488,0.38,0.65
39489,0.58,0.5
39490,0.86,0.72
39491,0.11,0.05
39492,0.64,0.79
39493,0.09,0.48
39494,0,0.36
39495,0.36,0.19
39496,0.24,0.65
39497,0.82,0.65
39498,0.01,0.15
39499,0.76,0.78
39500,0.04,0.47
39501,0.02,0.16
39502,0.83,0.79
39503,0.08,0.79
39504,0.07,0.01
39505,0.3,0.08
39506,0.44,0.8
39507,0.69,0.49
39508,0.02,0.37
39509,0.1,0.47
39510,0.08,0.13
39511,0.23,0.41
39512,0.05,0.05
39513,0.24,0.32
39514,0.42,0.2
39515,0.09,0.46
39516,0,0.1
39517,0,0.43
39518,0.59,0.5
39519,0.1,0.44
39520,0.19,0.65
39521,0.28,0.36
39522,0.25,0.62
39523,0.13,0.13
39524,0.06,0.7
39525,0.12,0.74
39526,0.06,0.13
39527,0.07,0.13
39528,0.03,0.26
39529,0.32,0.44
39530,0.35,0.67
39531,0.74,0.83
39532,0,0.49
39533,0.01,0.14
39534,0.13,0.87
39535,0.16,0.81
39536,0,0.05
39537,0.03,0.52
39538,0,0.33
39539,0.31,0.86
39540,0.62,0.75
39541,0.02,0.1
39542,0.11,0.21
39543,0.07,0.24
39544,0.31,0.19
39545,0,0.01
39546,0.28,0.25
39547,0.53,0.82
39548,0.32,0.19
39549,0.03,0.97
39550,0.03,0.77
39551,0.05,0.45
39552,0.3,0.26
39553,0.17,0.45
39554,0.43,0.79
39555,0.06,0.47
39556,0.06,0.88
39557,0.14,0.28
39558,0.11,0.69
39559,0.02,0.03
39560,0.12,0.16
39561,0.3,0.7
39562,0,0.03
39563,0.21,0.72
39564,0.84,0.86
39565,0.04,0.65
39566,0.26,0.41
39567,0.03,0.69
39568,0.09,0.82
39569,0.02,0.16
39570,0.28,0.49
39571,0.16,0.78
39572,0.39,0.41
39573,0.23,0.19
39574,0.25,0.61
39575,0.32,0.56
39576,0.01,0.24
39577,0.28,0.2
39578,0.46,0.04
39579,0.33,0.74
39580,0.94,0.81
39581,0.25,0.53
39582,0.38,0.77
39583,0.05,0.43
39584,0.5,0.66
39585,0,0.43
39586,0.6,0.66
39587,0,0.89
39588,0.35,0.43
39589,0.01,0.54
39590,0,0.12
39591,0.02,0.03
39592,0.08,0.23
39593,0.08,0.54
39594,0.01,0.69
39595,0.31,0.89
39596,0,0.89
39597,0.14,0.26
39598,0.19,0.14
39599,0.61,0.85
39600,0.08,0.05
39601,0.08,0.16
39602,0,0.24
39603,0.63,0.61
39604,0,0.14
39605,0.16,0.37
39606,0,0.79
39607,0,0.19
39608,0.36,0.88
39609,0.05,0.49
39610,0.66,0.28
39611,0.65,0.83
39612,0.04,0.11
39613,0.03,0.01
39614,0.49,0.91
39615,0.3,0.79
39616,0.01,0.35
39617,0.4,0.75
39618,0.31,0.84
39619,0.78,0.93
39620,0.5,0.95
39621,0.17,0.6
39622,0.34,0.37
39623,0.06,0.16
39624,0.36,0.25
39625,0.08,0.31
39626,0.09,0.15
39627,0.53,0.64
39628,0.34,0.99
39629,0.07,0.7
39630,0.06,0.67
39631,0.1,0.71
39632,0.06,0.09
39633,0.08,0.94
39634,0.96,0.93
39635,0,0.22
39636,0.06,0.97
39637,0.12,0.41
39638,0.06,0.73
39639,0.43,0.83
39640,0.13,0.41
39641,0.6,0.59
39642,0.21,0.47
39643,0.85,0.98
39644,0.06,0.38
39645,0.06,0.06
39646,0.21,0.21
39647,0.06,0.92
39648,0.5,0.71
39649,0,0.01
39650,0.16,0.22
39651,0.09,0.02
39652,0.01,0.94
39653,0.48,0.65
39654,0.06,0.04
39655,0.05,0.21
39656,0.41,0.99
39657,0.11,0.28
39658,0.66,0.3
39659,0.69,0.89
39660,0.06,0.03
39661,0.24,0.09
39662,0.19,0.19
39663,0.09,0.46
39664,0.06,0.76
39665,0.03,0.37
39666,0.24,0.68
39667,0.46,0.32
39668,0.91,0.95
39669,0.33,0.64
39670,0,0.12
39671,0.07,0.41
39672,0.06,0.41
39673,0.14,0.35
39674,0.23,0.85
39675,0,0.02
39676,0.1,0.08
39677,0.55,0.34
39678,0.01,0.07
39679,0.65,0.99
39680,0.16,0.09
39681,0.45,0.12
39682,0.12,0.07
39683,0.16,0.39
39684,0.04,0.27
39685,0.45,0.6
39686,0.14,0.23
39687,0.44,0.84
39688,0,0.32
39689,0.36,0.85
39690,0.01,0.3
39691,0.04,0.62
39692,0,0.74
39693,0.33,0.85
39694,0.61,0.45
39695,0.52,0.66
39696,0.06,0.82
39697,0.09,0.67
39698,0.12,1
39699,0,0.03
39700,0.02,0.2
39701,0.11,0
39702,0.02,0.89
39703,0.85,0.99
39704,0,0.31
39705,0.17,0.21
39706,0.02,0.2
39707,0,0.2
39708,0,0.06
39709,0.29,0.18
39710,0.89,0.88
39711,0.27,0.39
39712,0.02,0.46
39713,0.42,0.89
39714,0,0.02
39715,0.02,0.77
39716,0.18,0.3
39717,0.51,0.36
39718,0.5,0.95
39719,0.07,0.21
39720,0.06,0.04
39721,0.03,0.39
39722,0.12,0.87
39723,0,0.5
39724,0.06,0.77
39725,0.45,0.79
39726,0,0
39727,0,0.75
39728,0.19,0.55
39729,0.02,0.25
39730,0.13,0.75
39731,0.02,0.08
39732,0.06,0.15
39733,0.14,0.21
39734,0.05,0.44
39735,0.16,0.53
39736,0.02,0.04
39737,0.49,0.35
39738,0.1,0.88
39739,0.39,0.5
39740,0.4,0.67
39741,0.02,0.04
39742,0.82,0.99
39743,0.01,0.63
39744,0.06,0.51
39745,0.39,0.32
39746,0.01,0.05
39747,0.58,0.8
39748,0.01,0.01
39749,0.1,0.3
39750,0.15,0.54
39751,0.12,0.08
39752,0.43,0.39
39753,0.21,1
39754,0.01,0.03
39755,0.92,0.98
39756,0,0.69
39757,0.18,0.15
39758,0.37,0.43
39759,0.03,0.37
39760,0.03,0.46
39761,0.32,0.5
39762,0.03,0.21
39763,0,0
39764,0.03,0.27
39765,0.04,0.82
39766,0.18,0.64
39767,0.01,0.06
39768,0.24,0.96
39769,0.32,0.33
39770,0.01,0.65
39771,0.1,0.86
39772,0.04,0.15
39773,0.02,0.66
39774,0.2,0.96
39775,0.01,0.95
39776,0.21,0.55
39777,0.06,0.86
39778,0,0.42
39779,0.01,0.01
39780,0.15,0.18
39781,0.08,0.07
39782,0.01,0.29
39783,0.05,0.51
39784,0.08,0.39
39785,0.04,0.07
39786,0.03,0.38
39787,0.69,0.42
39788,0,0.66
39789,0.42,0.49
39790,0.07,0.36
39791,0.1,0.35
39792,0.02,0.24
39793,0.06,0.14
39794,0.65,0.73
39795,0.24,0.2
39796,0.1,0.07
39797,0.16,0.05
39798,0.05,0.57
39799,0.15,0.72
39800,0.22,0.46
39801,0,0.36
39802,0.01,0.69
39803,0.11,0.56
39804,0.27,0.02
39805,0.04,0.11
39806,0.04,0.29
39807,0.07,0.25
39808,0.02,0.04
39809,0.26,0.4
39810,0.29,0.85
39811,0.22,0.54
39812,0,0.08
39813,0.28,0.54
39814,0.51,0.72
39815,0.04,0.44
39816,0.21,0.07
39817,0.38,0.65
39818,0,0.04
39819,0.01,0.16
39820,0.3,0.96
39821,0.19,0.68
39822,0.01,0.14
39823,0.34,0.55
39824,0.09,0.23
39825,0.1,0.08
39826,0.69,0.67
39827,0.02,0.47
39828,0.31,0.65
39829,0.12,0.08
39830,0.03,0.08
39831,0.25,0.11
39832,0,0.08
39833,0.77,0.44
39834,0.06,0.64
39835,0.04,0.19
39836,0.25,0.68
39837,0.17,0.44
39838,0.05,0.95
39839,0.2,0.85
39840,0.01,0.31
39841,0.47,0.71
39842,0.29,0.41
39843,0.06,0.06
39844,0.02,0.14
39845,0.03,0.84
39846,0.45,0.76
39847,0.01,0.69
39848,0.06,0.14
39849,0.07,0.28
39850,0.88,0.86
39851,0.04,0.55
39852,0.2,0.27
39853,0.21,0.29
39854,0.03,0.31
39855,0.28,0.16
39856,0.11,0.04
39857,0.06,0.58
39858,0.16,0.54
39859,0.17,0.62
39860,0.48,0.65
39861,0.03,0.82
39862,0.02,0.7
39863,0,0.14
39864,0.41,0.66
39865,0.6,0.81
39866,0.06,0.08
39867,0.08,0.14
39868,0.79,0.8
39869,0.09,0.84
39870,0.11,0.22
39871,0.03,0.64
39872,0.01,0.04
39873,0.28,0.43
39874,0.06,0.7
39875,0.14,0.31
39876,0.35,0.2
39877,0.04,0.06
39878,0.07,0.15
39879,0.33,0.19
39880,0.56,0.8
39881,0.03,0.13
39882,0.41,0.14
39883,0.45,0.53
39884,0.05,0.23
39885,0.02,0.15
39886,0.02,0.77
39887,0.01,0.15
39888,0.22,0.1
39889,0.33,0.71
39890,0.02,0.59
39891,0.1,0.49
39892,0.2,0.13
39893,0.11,0.84
39894,0.28,0.24
39895,0.24,0.27
39896,0.05,0.43
39897,0.12,0.47
39898,0.05,0.08
39899,0.04,0.04
39900,0.39,0.44
39901,0.07,0.22
39902,0.44,0.68
39903,0.52,0.87
39904,0.18,0.1
39905,0.07,0.6
39906,0.01,0.1
39907,0.05,0.76
39908,0.02,0.52
39909,0.12,0.86
39910,0.06,0.26
39911,0.31,0.03
39912,0.06,0.79
39913,0,0.02
39914,0.64,0.79
39915,0.13,0.4
39916,0,0.14
39917,0.23,0.51
39918,0.21,0.37
39919,0.08,0.26
39920,0.21,0.77
39921,0.02,0.21
39922,0.24,0.63
39923,0,0.22
39924,0.11,0.02
39925,0.03,0.82
39926,0.45,0.35
39927,0.02,0.19
39928,0.02,0.24
39929,0,0.12
39930,0.1,0.15
39931,0.29,0.35
39932,0.03,0.65
39933,0.12,0.2
39934,0.02,0.37
39935,0.01,0.38
39936,0.06,0.11
39937,0.01,0.22
39938,0,0.03
39939,0.07,0.76
39940,0.44,0.69
39941,0.32,0.73
39942,0.07,0.51
39943,0.9,0.98
39944,0.84,0.99
39945,0.23,0.86
39946,0.56,0.34
39947,0.3,0.66
39948,0.14,0.35
39949,0.08,0.19
39950,0,0.44
39951,0.07,0
39952,0.27,0.52
39953,0.06,0.38
39954,0.34,0.6
39955,0.03,0.93
39956,0.06,0.16
39957,0.17,0.34
39958,0.84,0.89
39959,0.51,0.48
39960,0.14,0.21
39961,0.25,0.94
39962,0.09,0.41
39963,0.22,0.11
39964,0.37,0.62
39965,0.64,0.93
39966,0.2,0.48
39967,0.94,0.95
39968,0.08,0.22
39969,0.05,0.71
39970,0.75,0.96
39971,0.54,0.21
39972,0.05,0.12
39973,0.03,0.01
39974,0.04,0.89
39975,0.31,0.96
39976,0,0.18
39977,0.08,0.15
39978,0,0.03
39979,0.47,0.37
39980,0.1,0.03
39981,0.6,0.59
39982,0.03,0.21
39983,0.03,0.82
39984,0.28,0.64
39985,0.04,0.17
39986,0.25,0.4
39987,0.02,0.15
39988,0.4,0.72
39989,0.09,0.1
39990,0.3,0.92
39991,0.24,0.86
39992,0.03,0.57
39993,0.22,0.3
39994,0.7,0.49
39995,0.07,0.13
39996,0.66,0.6
39997,0.01,0.55
39998,0,0.74
39999,0.05,0.45
40000,0.02,0.42
40001,0.04,0.83
40002,0.19,0.64
40003,0.08,0.24
40004,0.08,0.23
40005,0.07,0.15
40006,0.25,0.66
40007,0.12,0.87
40008,0.1,0.35
40009,0.13,0.4
40010,0.27,0.55
40011,0.13,0.76
40012,0.69,0.69
40013,0.17,0.81
40014,0.05,0.07
40015,0.12,0.63
40016,0.01,0.88
40017,0.25,0.74
40018,0,0.01
40019,0.18,0.19
40020,0.93,0.91
40021,0.15,0.36
40022,0.04,0.34
40023,0.35,0.71
40024,0.69,0.79
40025,0.02,0.23
40026,0.14,0
40027,0.09,0.86
40028,0.94,0.88
40029,0.03,0.12
40030,0.04,0.07
40031,0.11,0.29
40032,0.01,0.59
40033,0.06,0.45
40034,0.16,0.15
40035,0.05,0.55
40036,0.39,0.36
40037,0.11,1
40038,0.12,0.94
40039,0.55,0.66
40040,0.01,0.73
40041,0.54,0.71
40042,0,0.85
40043,0.13,0.37
40044,0.94,0.85
40045,0.4,0.03
40046,0,0.25
40047,0.11,0.71
40048,0.32,0.53
40049,0.7,0.8
40050,0.92,0.98
40051,0.25,0.69
40052,0.02,0.05
40053,0.03,0.15
40054,0.2,0.72
40055,0.37,0.53
40056,0.19,0.43
40057,0.52,0.97
40058,0.03,0.23
40059,0.09,0.68
40060,0.01,0.93
40061,0.02,0.94
40062,0.09,0.09
40063,0.47,0.87
40064,0.01,0.99
40065,0.91,0.81
40066,0.09,0.16
40067,0.08,0.34
40068,0.02,0.13
40069,0.64,0.76
40070,0.01,0.62
40071,0.67,1
40072,0.15,0.33
40073,0,0.49
40074,0.52,0.71
40075,0.19,0.03
40076,0.02,0.32
40077,0.1,0.97
40078,0.09,0.23
40079,0.09,0.69
40080,0.28,0.1
40081,0.14,0.28
40082,0.12,0.19
40083,0.18,0.34
40084,0.1,0.35
40085,0.03,0.31
40086,0.07,0.53
40087,0.47,0.23
40088,0.04,0.78
40089,0.55,0.79
40090,0,0.83
40091,0.39,0.92
40092,0.18,0.11
40093,0.12,0.11
40094,0.33,0.51
40095,0.07,0.22
40096,0.06,0.54
40097,0.27,0.68
40098,0.87,0.84
40099,0.3,0.83
40100,0.06,0.05
40101,0.23,0.07
40102,0.38,0.61
40103,0.1,0.94
40104,0.3,0.96
40105,0.38,0.71
40106,0.01,0.43
40107,0.07,0.51
40108,0,0.2
40109,0.12,0.85
40110,0.02,0.36
40111,0,0.05
40112,0.14,0.27
40113,0.32,0.35
40114,0.19,0.8
40115,0.31,0.49
40116,0.36,0.61
40117,0,0.03
40118,0.07,0.09
40119,0.03,0.18
40120,0.09,0.15
40121,0.31,0.68
40122,0.13,0.85
40123,0.79,0.86
40124,0.03,0.15
40125,0.15,0.58
40126,0.04,0.23
40127,0.14,0.7
40128,0.06,0.18
40129,0.54,0.88
40130,0.02,0.63
40131,0.73,0.67
40132,0.1,0.1
40133,0.02,0.12
40134,0.79,0.78
40135,0.06,0.84
40136,0.19,0.32
40137,0.02,0.88
40138,0,0.34
40139,0.16,0.12
40140,0.02,0.39
40141,0.13,0.25
40142,0.29,0.74
40143,0.3,0.86
40144,0.06,0.1
40145,0.02,0.19
40146,0.04,0.02
40147,0.73,0.91
40148,0.71,0.74
40149,0.9,0.9
40150,0.41,0.7
40151,0.18,0.85
40152,0.01,0.07
40153,0.47,0.13
40154,0.01,0.31
40155,0.04,0.09
40156,0.78,0.87
40157,0.48,0.7
40158,0.66,0.89
40159,0.54,0.77
40160,0.77,0.61
40161,0.03,0.29
40162,0.16,0.9
40163,0.83,0.93
40164,0.42,0.31
40165,0.08,0.41
40166,0.3,0.24
40167,0.3,1
40168,0.02,0.04
40169,0.5,0.68
40170,0.69,0.81
40171,0.38,0.47
40172,0.87,1
40173,0.09,0.19
40174,0.08,0.55
40175,0.09,0.96
40176,0.29,0.68
40177,0.59,0.84
40178,0.11,0.53
40179,0.03,0.33
40180,0.04,0.78
40181,0.02,0.2
40182,0.98,0.96
40183,0.23,0.92
40184,0.05,0.14
40185,0.11,0.13
40186,0,0.56
40187,0.03,0.01
40188,0.76,0.87
40189,0.17,0.91
40190,0.2,0.62
40191,0.17,0.14
40192,0.59,0.88
40193,0.57,0.83
40194,0.25,0.32
40195,0.33,0.88
40196,0.91,0.9
40197,0.11,0.04
40198,0.46,0.29
40199,0.01,0.96
40200,0.19,0.35
40201,0.93,0.56
40202,0.62,0.86
40203,0.05,1
40204,0.19,0.24
40205,0.05,0.14
40206,0.26,0.62
40207,0.09,0.95
40208,0.38,0.93
40209,0.02,0.3
40210,0.01,0.05
40211,0.06,0.51
40212,0.44,0.64
40213,0.04,0.81
40214,0.05,0.19
40215,0.05,0.19
40216,0.45,0.49
40217,0.05,0.39
40218,0.33,0.8
40219,0.33,0.6
40220,0.01,0.18
40221,0.13,0.31
40222,0.12,0.22
40223,0.16,0.56
40224,0.17,0.09
40225,0.1,0.33
40226,0.02,0.03
40227,0.01,0.38
40228,0.09,0.06
40229,0.65,0.47
40230,0.54,0.44
40231,0.28,0.95
40232,0,0.98
40233,0.12,0.25
40234,0.1,0.05
40235,0.29,0.9
40236,0.81,0.79
40237,0.11,0.13
40238,0.18,0.09
40239,0.57,0.06
40240,0.57,0.59
40241,0.32,0.77
40242,0.19,0.79
40243,0,0.42
40244,0.15,0.53
40245,0.03,0
40246,0.06,0.39
40247,0.15,0.52
40248,0.26,0.46
40249,0.09,0.81
40250,0.57,0.92
40251,0.03,0.12
40252,0.82,0.88
40253,0.02,0.43
40254,0.02,0.59
40255,0.01,0
40256,0.1,0.34
40257,0.09,0.31
40258,0.05,0.42
40259,0.02,0.09
40260,0.38,0.71
40261,0.26,0.53
40262,0.04,0.39
40263,0.86,0.97
40264,0.15,0.16
40265,0,0.11
40266,0.46,0.23
40267,0,0.8
40268,0.02,0.03
40269,0.75,0.77
40270,0.28,0.13
40271,0.02,0.23
40272,0.67,0.96
40273,0.43,0.6
40274,0.37,0.74
40275,0.29,0.47
40276,0.13,0.97
40277,0.4,0.71
40278,0.48,0.48
40279,1,0.99
40280,0.47,0.6
40281,0.21,0.36
40282,0.09,0.13
40283,0.04,0.18
40284,0.06,0.13
40285,0.06,0.22
40286,0,0.12
40287,0.25,0.48
40288,0.26,0.16
40289,0.14,0.74
40290,0,0.97
40291,0.17,0.89
40292,0.01,0.44
40293,0.12,0.73
40294,0.01,0.32
40295,0.05,0.12
40296,0.06,0
40297,0.01,0.03
40298,0.39,0.11
40299,0.04,0.14
40300,0.54,0.69
40301,0.78,0.55
40302,0.4,0.7
40303,0.01,0.03
40304,0.02,0.27
40305,0.05,0.22
40306,0.11,0.49
40307,0.88,0.93
40308,0.2,0.93
40309,0.11,0.67
40310,0.19,0.1
40311,0.07,0.16
40312,0.04,0.21
40313,0.23,0.29
40314,0.01,1
40315,0.04,0.06
40316,0.05,0.75
40317,0.03,0.43
40318,0.04,0.27
40319,0.51,0.87
40320,0,0.19
40321,0.28,0.18
40322,0.32,0.33
40323,0.08,0.18
40324,0.05,0.22
40325,0.03,0.22
40326,0.26,0.02
40327,0,0.03
40328,0.13,0.25
40329,0.07,0.07
40330,0.33,0.56
40331,0.02,0.67
40332,0.21,0.13
40333,0.66,0.28
40334,0,0.52
40335,0.36,0.78
40336,0.08,0.29
40337,0.08,0.94
40338,0.11,0.53
40339,0.16,0.29
40340,0.24,0.81
40341,0.42,0.6
40342,0,0.04
40343,0.02,0.72
40344,0.39,0.73
40345,0.2,0.27
40346,0.85,0.98
40347,0.65,0.62
40348,0.01,0.49
40349,0.81,0.96
40350,0.05,0.34
40351,0.2,0.82
40352,0.05,0.89
40353,0.46,0.53
40354,0.17,0.75
40355,0.12,0.16
40356,0.09,0.13
40357,0.39,0.75
40358,0.46,0.25
40359,0,0.76
40360,0.25,0.07
40361,0.2,0.68
40362,0.06,0.01
40363,0.15,0.24
40364,0,0.77
40365,0.36,0.44
40366,0.21,0.21
40367,0.04,0.51
40368,0.3,0.48
40369,0.3,0.37
40370,0.53,0.65
40371,0,0.18
40372,0.12,0.08
40373,0,0
40374,0.02,0.96
40375,0.02,0.73
40376,0.35,0.7
40377,0.64,0.95
40378,0.16,0.58
